Trip ID,User ID,Destination,Departure Date,Return Date,Travel Type,Transportation Mode,Hotel Rating,Total Cost ($),Customer_Satisfaction,Satisfaction_level,Departure Month,Trip_Duration
TRIP03862,USER4739,Tokyo,2024-11-16,2024-12-12,Adventure,Bus,4,4651.27,9.0,High,November,26
TRIP18102,USER1586,New York,2024-10-17,2025-01-30,Family,Flight,5,1342.65,10.0,High,October,105
TRIP04741,USER1926,Paris,2024-08-18,2024-09-30,Leisure,Train,1,1330.75,1.0,Low,August,43
TRIP15352,USER4920,Dubai,2024-09-26,2025-01-28,Adventure,Car,1,2557.69,1.0,Low,September,124
TRIP05035,USER9046,Dubai,2024-08-25,2024-08-26,Family,Bus,2,4515.5,7.0,Medium,August,1
TRIP04694,USER1878,Paris,2024-08-14,2025-01-12,Cultural,Train,5,3631.61,10.0,High,August,151
TRIP10386,USER7875,London,2025-02-05,2025-03-12,Adventure,Car,3,4364.7,5.0,Medium,February,35
TRIP06861,USER8910,Sydney,2024-08-06,2024-08-11,Business,Train,2,4957.51,2.0,Low,August,5
TRIP05863,USER4875,New York,2025-02-02,2025-02-05,Family,Train,2,4659.08,2.0,Low,February,3
TRIP05462,USER3844,Istanbul,2024-07-27,2024-11-07,Adventure,Train,2,1418.59,4.0,Low,July,103
TRIP08413,USER4914,Paris,2024-11-28,2025-02-01,Business,Cruise,1,2812.89,10.0,High,November,65
TRIP02824,USER6244,Paris,2024-10-06,2024-10-18,Cultural,Cruise,5,3958.74,6.0,Medium,October,12
TRIP09932,USER4546,Barcelona,2024-09-17,2025-02-04,Family,Cruise,3,1047.01,7.0,Medium,September,140
TRIP10431,USER7609,Rome,2024-05-10,2024-07-31,Adventure,Cruise,3,2532.34,4.0,Low,May,82
TRIP12862,USER6029,Dubai,2025-01-12,2025-02-11,Cultural,Flight,5,3604.29,5.0,Medium,January,30
TRIP13922,USER6340,London,2024-05-01,2024-08-18,Leisure,Bus,1,4124.59,2.0,Low,May,109
TRIP07892,USER5366,New York,2025-01-24,2025-03-11,Adventure,Car,3,3859.27,9.0,High,January,46
TRIP04418,USER9661,Bangkok,2025-03-13,2025-03-29,Leisure,Flight,2,551.47,2.0,Low,March,16
TRIP09007,USER9623,London,2024-12-24,2025-02-10,Cultural,Cruise,3,2309.7,7.0,Medium,December,48
TRIP06781,USER8428,London,2024-10-08,2024-10-16,Beach,Cruise,4,3670.39,9.0,High,October,8
TRIP02280,USER2850,New York,2024-10-02,2024-11-11,Adventure,Train,1,4794.21,9.0,High,October,40
TRIP07499,USER8865,Rome,2024-08-18,2024-08-25,Adventure,Train,2,3623.94,9.0,High,August,7
TRIP09391,USER3559,London,2024-04-30,2024-10-17,Leisure,Train,3,804.36,6.0,Medium,April,170
TRIP18994,USER6664,Bangkok,2024-06-23,2024-10-02,Beach,Flight,3,3920.32,3.0,Low,June,101
TRIP11300,USER5850,London,2025-03-02,2025-03-17,Adventure,Train,3,4189.79,7.0,Medium,March,15
TRIP02022,USER7930,London,2024-11-07,2024-12-06,Cultural,Cruise,1,3940.77,1.0,Low,November,29
TRIP00194,USER8541,Barcelona,2024-05-05,2025-04-11,Family,Car,5,4999.43,8.0,High,May,341
TRIP13947,USER5877,Rome,2024-06-20,2024-06-20,Business,Cruise,3,2269.12,6.0,Medium,June,0
TRIP18921,USER9568,London,2024-12-19,2024-12-26,Cultural,Bus,5,831.8,2.0,Low,December,7
TRIP08854,USER3355,Barcelona,2024-10-17,2025-03-12,Cultural,Cruise,3,4653.22,5.0,Medium,October,146
TRIP16466,USER1174,Dubai,2024-03-25,2024-04-23,Cultural,Cruise,2,3744.3,2.0,Low,March,29
TRIP00774,USER6061,Barcelona,2024-11-25,2024-12-23,Business,Cruise,5,1714.23,9.0,High,November,28
TRIP10690,USER7064,Barcelona,2024-10-24,2024-11-02,Leisure,Flight,2,4643.66,4.0,Low,October,9
TRIP12594,USER5426,Paris,2024-07-29,2025-02-23,Cultural,Cruise,4,598.36,6.0,Medium,July,209
TRIP17947,USER9941,Dubai,2024-07-17,2025-04-09,Cultural,Car,5,1491.04,10.0,High,July,266
TRIP15018,USER8027,Bangkok,2024-10-26,2024-11-04,Beach,Car,4,3536.39,7.0,Medium,October,9
TRIP14714,USER1871,Barcelona,2024-08-31,2025-03-19,Leisure,Car,4,1669.04,3.0,Low,August,200
TRIP16960,USER1558,New York,2024-08-15,2025-02-28,Family,Car,5,3829.42,6.0,Medium,August,197
TRIP19725,USER3563,Istanbul,2024-05-18,2024-07-04,Leisure,Flight,2,2728.5,8.0,High,May,47
TRIP10186,USER8015,Bangkok,2024-08-18,2024-10-09,Adventure,Cruise,2,521.11,6.0,Medium,August,52
TRIP17083,USER9087,Dubai,2025-02-12,2025-02-12,Leisure,Flight,3,2608.53,9.0,High,February,0
TRIP06377,USER3482,Bangkok,2024-05-08,2025-02-10,Leisure,Bus,4,2100.57,8.0,High,May,278
TRIP11967,USER6960,Istanbul,2024-11-06,2024-11-10,Leisure,Bus,3,4025.6,6.0,Medium,November,4
TRIP06644,USER9499,Bangkok,2024-05-03,2024-11-10,Beach,Flight,5,4377.76,7.0,Medium,May,191
TRIP01460,USER6268,Rome,2024-10-13,2025-04-13,Adventure,Cruise,5,625.76,4.0,Low,October,182
TRIP00344,USER4415,Sydney,2024-08-25,2025-03-29,Family,Bus,5,3673.59,8.0,High,August,216
TRIP13459,USER5136,Tokyo,2024-12-06,2025-03-03,Beach,Cruise,4,4771.17,9.0,High,December,87
TRIP11438,USER4725,Bangkok,2025-03-13,2025-03-22,Family,Car,3,1452.59,4.0,Low,March,9
TRIP17287,USER5580,Dubai,2024-11-09,2025-03-07,Beach,Car,1,4417.99,9.0,High,November,118
TRIP09255,USER1029,Paris,2025-03-06,2025-04-08,Business,Cruise,1,1529.36,4.0,Low,March,33
TRIP19054,USER1923,Tokyo,2024-04-29,2025-01-06,Leisure,Bus,1,3053.28,6.0,Medium,April,252
TRIP07436,USER7301,Paris,2024-06-08,2024-09-20,Business,Car,5,3751.22,8.0,High,June,104
TRIP02060,USER3178,Bangkok,2024-05-12,2024-08-12,Family,Cruise,1,2474.19,9.0,High,May,92
TRIP07222,USER6711,Barcelona,2024-06-24,2024-12-13,Adventure,Train,4,2371.54,9.0,High,June,172
TRIP16454,USER8733,Barcelona,2024-04-13,2025-03-17,Business,Bus,5,3607.52,10.0,High,April,338
TRIP07928,USER5958,Dubai,2024-11-25,2025-03-10,Leisure,Car,5,2967.51,3.0,Low,November,105
TRIP10276,USER2014,Paris,2024-11-18,2025-03-09,Beach,Train,3,3198.9,1.0,Low,November,111
TRIP12254,USER7760,London,2025-03-11,2025-04-01,Leisure,Bus,1,4497.7,4.0,Low,March,21
TRIP13756,USER8100,Rome,2024-09-14,2024-09-16,Business,Bus,3,4039.02,2.0,Low,September,2
TRIP17218,USER7775,Paris,2024-05-06,2024-12-09,Adventure,Bus,2,3689.71,7.0,Medium,May,217
TRIP01505,USER6298,New York,2024-11-20,2025-04-04,Leisure,Bus,4,1010.92,7.0,Medium,November,135
TRIP00781,USER1031,Tokyo,2024-05-16,2024-06-16,Beach,Cruise,2,814.02,10.0,High,May,31
TRIP09981,USER6983,Tokyo,2024-10-13,2024-11-11,Leisure,Bus,4,4630.64,6.0,Medium,October,29
TRIP09366,USER1616,London,2024-07-20,2024-08-17,Adventure,Car,4,2596.79,1.0,Low,July,28
TRIP02544,USER1935,Paris,2024-04-03,2024-07-25,Beach,Car,2,2629.24,4.0,Low,April,113
TRIP05426,USER4125,Tokyo,2025-03-01,2025-03-13,Cultural,Flight,5,3639.79,5.0,Medium,March,12
TRIP19130,USER6706,London,2024-09-15,2025-03-29,Cultural,Train,3,1486.3,7.0,Medium,September,195
TRIP16395,USER9903,Bangkok,2024-06-28,2024-07-02,Adventure,Car,5,3251.46,8.0,High,June,4
TRIP14999,USER9006,Tokyo,2025-02-27,2025-03-16,Cultural,Bus,5,1780.22,9.0,High,February,17
TRIP08339,USER7268,London,2024-06-12,2024-08-19,Cultural,Flight,2,1204.22,5.0,Medium,June,68
TRIP17989,USER8002,Barcelona,2024-06-13,2024-11-28,Adventure,Flight,1,3486.45,1.0,Low,June,168
TRIP041,USER9758,London,2024-12-29,2025-02-23,Family,Car,5,2376.02,8.0,High,December,56
TRIP11350,USER4753,Dubai,2024-12-20,2025-03-21,Adventure,Bus,2,1088.1,10.0,High,December,91
TRIP18317,USER6624,Barcelona,2024-12-03,2025-04-05,Adventure,Flight,4,3519.46,10.0,High,December,123
TRIP14571,USER4053,Dubai,2024-05-19,2024-11-17,Beach,Cruise,2,3386.57,8.0,High,May,182
TRIP11753,USER8413,Sydney,2024-04-03,2024-09-27,Adventure,Car,3,669.51,5.0,Medium,April,177
TRIP06881,USER7991,New York,2025-02-21,2025-03-21,Beach,Flight,1,2699.8,1.0,Low,February,28
TRIP17592,USER1737,Bangkok,2024-07-16,2024-09-25,Adventure,Cruise,2,1681.02,1.0,Low,July,71
TRIP18112,USER8687,London,2024-11-09,2025-03-01,Leisure,Bus,4,2592.33,3.0,Low,November,112
TRIP10809,USER5305,Dubai,2024-09-29,2025-01-21,Leisure,Train,4,2236.4,8.0,High,September,114
TRIP14286,USER7936,Sydney,2024-04-13,2024-11-03,Leisure,Bus,4,4874.17,6.0,Medium,April,204
TRIP01473,USER8114,New York,2024-08-16,2025-03-21,Cultural,Bus,4,3448.47,3.0,Low,August,217
TRIP18582,USER5070,Paris,2024-10-26,2024-11-25,Adventure,Train,4,3095.24,9.0,High,October,30
TRIP04535,USER2595,Barcelona,2024-05-02,2024-05-27,Beach,Car,5,1735.88,2.0,Low,May,25
TRIP13211,USER3564,New York,2024-11-16,2024-12-29,Leisure,Car,3,1604.49,6.0,Medium,November,43
TRIP13827,USER1923,London,2025-03-07,2025-03-20,Adventure,Flight,2,3187.62,10.0,High,March,13
TRIP14092,USER2043,Sydney,2024-09-29,2024-11-02,Adventure,Flight,3,1386.29,8.0,High,September,34
TRIP11110,USER1367,Tokyo,2024-07-07,2024-11-13,Leisure,Bus,1,2055.11,5.0,Medium,July,129
TRIP15587,USER9930,Tokyo,2024-10-11,2024-11-02,Leisure,Train,5,1646.1,10.0,High,October,22
TRIP07297,USER8775,Paris,2024-04-14,2025-04-04,Family,Car,2,529.76,4.0,Low,April,355
TRIP15844,USER7973,Bangkok,2024-05-26,2025-02-02,Family,Flight,4,1281.99,10.0,High,May,252
TRIP10513,USER3507,London,2024-04-20,2025-01-21,Adventure,Bus,1,4452.03,5.0,Medium,April,276
TRIP05123,USER7486,Dubai,2024-07-06,2024-12-03,Family,Flight,1,881.39,1.0,Low,July,150
TRIP09733,USER1300,Tokyo,2024-08-24,2025-03-03,Adventure,Car,2,2859.36,4.0,Low,August,191
TRIP18442,USER6021,Rome,2024-04-13,2025-01-17,Business,Cruise,5,3755.95,7.0,Medium,April,279
TRIP04125,USER4534,Tokyo,2024-09-11,2024-10-21,Adventure,Flight,3,1370.86,4.0,Low,September,40
TRIP18832,USER5605,Istanbul,2024-10-21,2025-01-02,Leisure,Cruise,3,1379.16,9.0,High,October,73
TRIP15099,USER2090,Barcelona,2024-11-04,2024-11-04,Leisure,Bus,3,4213.39,5.0,Medium,November,0
TRIP04287,USER5924,Istanbul,2024-12-16,2025-02-09,Family,Cruise,5,3321.41,6.0,Medium,December,55
TRIP16978,USER9092,Sydney,2024-11-18,2025-03-31,Family,Flight,4,2701.78,1.0,Low,November,133
TRIP19310,USER8825,London,2025-02-20,2025-03-01,Family,Flight,1,2536.5,9.0,High,February,9
TRIP10194,USER5751,London,2025-02-25,2025-03-18,Beach,Flight,2,3570.81,7.0,Medium,February,21
TRIP19525,USER9384,Barcelona,2024-07-20,2024-12-03,Leisure,Bus,2,3739.7,8.0,High,July,136
TRIP12231,USER9726,Bangkok,2024-04-05,2024-04-11,Adventure,Cruise,4,3823.54,1.0,Low,April,6
TRIP06199,USER8729,Paris,2025-03-04,2025-03-24,Beach,Train,4,3138.85,7.0,Medium,March,20
TRIP05715,USER7412,London,2024-09-05,2024-10-04,Leisure,Cruise,5,2183.34,3.0,Low,September,29
TRIP14115,USER2954,Dubai,2024-08-29,2024-09-03,Adventure,Flight,1,1377.1,1.0,Low,August,5
TRIP15188,USER5387,New York,2024-05-04,2025-02-07,Adventure,Car,2,3890.96,3.0,Low,May,279
TRIP09117,USER1877,Dubai,2024-08-19,2025-01-06,Cultural,Train,1,3054.0,2.0,Low,August,140
TRIP02680,USER2919,New York,2024-03-26,2024-06-01,Cultural,Train,2,4510.12,5.0,Medium,March,67
TRIP00142,USER9481,Dubai,2024-08-22,2025-03-22,Family,Cruise,1,3524.6,4.0,Low,August,212
TRIP02618,USER8018,Istanbul,2024-06-29,2024-10-28,Beach,Car,1,3598.62,5.0,Medium,June,121
TRIP06766,USER1184,Rome,2024-11-27,2024-12-01,Adventure,Flight,3,1147.29,9.0,High,November,4
TRIP15375,USER6745,Sydney,2025-01-07,2025-01-20,Beach,Bus,1,2934.65,7.0,Medium,January,13
TRIP19903,USER7746,Istanbul,2025-02-25,2025-04-07,Family,Cruise,3,3004.54,10.0,High,February,41
TRIP07488,USER2087,New York,2024-04-05,2025-03-16,Business,Cruise,3,1716.93,9.0,High,April,345
TRIP10550,USER7067,Barcelona,2025-02-25,2025-03-05,Family,Bus,1,1749.12,7.0,Medium,February,8
TRIP12252,USER9553,London,2025-01-14,2025-03-03,Adventure,Cruise,5,1767.8,8.0,High,January,48
TRIP17981,USER1648,London,2025-01-17,2025-03-09,Leisure,Flight,4,4220.66,7.0,Medium,January,51
TRIP17014,USER1779,Bangkok,2024-06-14,2024-11-10,Family,Train,5,4743.07,6.0,Medium,June,149
TRIP16175,USER6660,London,2024-06-07,2025-01-03,Adventure,Car,5,3299.32,5.0,Medium,June,210
TRIP08259,USER8587,Rome,2024-12-28,2025-04-04,Adventure,Bus,2,654.26,6.0,Medium,December,97
TRIP11679,USER1697,Paris,2024-12-10,2025-01-13,Beach,Train,4,3626.94,5.0,Medium,December,34
TRIP17511,USER5342,Bangkok,2024-05-27,2024-11-10,Beach,Train,3,1013.81,3.0,Low,May,167
TRIP09620,USER9268,Istanbul,2024-05-23,2024-09-09,Cultural,Flight,2,3385.87,4.0,Low,May,109
TRIP06432,USER3180,New York,2024-12-28,2025-03-10,Adventure,Train,1,2209.25,7.0,Medium,December,72
TRIP04672,USER2209,Bangkok,2024-10-29,2024-11-07,Adventure,Bus,5,3166.84,8.0,High,October,9
TRIP14625,USER1671,Rome,2024-06-06,2025-02-05,Cultural,Flight,3,2913.59,6.0,Medium,June,244
TRIP00444,USER7544,Barcelona,2024-04-25,2024-09-13,Adventure,Bus,3,2959.6,1.0,Low,April,141
TRIP09889,USER8740,Rome,2024-07-24,2024-11-25,Leisure,Car,5,1033.37,7.0,Medium,July,124
TRIP09133,USER9051,Bangkok,2024-12-19,2025-04-05,Leisure,Car,1,4645.99,1.0,Low,December,107
TRIP03864,USER3976,Rome,2024-12-21,2025-02-25,Leisure,Bus,5,1672.55,10.0,High,December,66
TRIP19078,USER9613,Sydney,2024-08-28,2024-09-16,Beach,Bus,2,1979.98,6.0,Medium,August,19
TRIP06405,USER3904,London,2025-01-10,2025-04-03,Business,Train,3,3081.95,2.0,Low,January,83
TRIP18266,USER6461,Bangkok,2024-05-07,2024-09-04,Beach,Cruise,2,1351.92,4.0,Low,May,120
TRIP01973,USER4991,London,2024-05-09,2024-07-16,Beach,Flight,4,2765.38,10.0,High,May,68
TRIP00156,USER8991,Sydney,2024-07-03,2024-08-28,Cultural,Bus,2,3888.04,10.0,High,July,56
TRIP10588,USER9610,New York,2024-10-23,2025-03-25,Leisure,Bus,2,3221.79,8.0,High,October,153
TRIP18524,USER8433,Paris,2024-06-28,2024-09-18,Beach,Bus,1,3620.68,9.0,High,June,82
TRIP04620,USER3238,Tokyo,2024-12-03,2024-12-26,Cultural,Bus,3,1088.83,7.0,Medium,December,23
TRIP01099,USER5865,Istanbul,2024-08-17,2024-11-01,Adventure,Cruise,5,4164.72,10.0,High,August,76
TRIP12708,USER6936,Istanbul,2024-07-28,2025-02-01,Business,Cruise,4,2358.97,6.0,Medium,July,188
TRIP09209,USER1620,Sydney,2024-03-17,2025-02-10,Adventure,Flight,4,1899.39,6.0,Medium,March,330
TRIP08027,USER8251,Tokyo,2025-01-12,2025-02-06,Leisure,Cruise,2,3805.92,7.0,Medium,January,25
TRIP11210,USER8666,Rome,2024-12-14,2025-01-28,Business,Bus,4,3288.8,5.0,Medium,December,45
TRIP18726,USER9386,Bangkok,2024-09-05,2024-09-09,Business,Cruise,3,721.79,2.0,Low,September,4
TRIP06478,USER3712,Sydney,2024-10-10,2024-10-15,Business,Flight,3,4142.05,4.0,Low,October,5
TRIP16183,USER9949,New York,2024-05-12,2024-12-04,Leisure,Car,1,4726.59,7.0,Medium,May,206
TRIP09174,USER5739,Rome,2024-04-29,2025-02-18,Family,Cruise,1,1069.3,3.0,Low,April,295
TRIP11552,USER3405,Paris,2024-07-09,2024-08-10,Business,Cruise,2,2696.81,4.0,Low,July,32
TRIP07162,USER8197,London,2024-09-11,2025-04-09,Business,Bus,1,3554.59,5.0,Medium,September,210
TRIP01108,USER8589,Bangkok,2024-12-06,2025-01-12,Beach,Car,2,1076.3,3.0,Low,December,37
TRIP05486,USER9711,Sydney,2025-01-10,2025-02-01,Family,Flight,2,2772.5,2.0,Low,January,22
TRIP13369,USER5487,Bangkok,2024-10-18,2025-03-07,Family,Bus,5,1649.41,8.0,High,October,140
TRIP06512,USER5025,New York,2024-10-20,2025-03-25,Adventure,Train,2,3352.64,3.0,Low,October,156
TRIP12453,USER5758,Tokyo,2024-05-03,2025-04-02,Beach,Car,5,1409.29,4.0,Low,May,334
TRIP10890,USER7191,Sydney,2024-05-29,2024-11-26,Adventure,Flight,4,1534.58,10.0,High,May,181
TRIP03376,USER5617,New York,2024-06-25,2025-03-16,Family,Flight,2,732.37,4.0,Low,June,264
TRIP04116,USER9750,Bangkok,2024-06-10,2025-01-03,Leisure,Flight,2,2399.81,7.0,Medium,June,207
TRIP09264,USER4038,New York,2024-08-15,2025-02-13,Adventure,Flight,1,2432.61,1.0,Low,August,182
TRIP19385,USER2827,New York,2024-10-10,2025-03-27,Beach,Cruise,1,2458.34,7.0,Medium,October,168
TRIP00590,USER1173,Istanbul,2024-11-05,2025-03-03,Beach,Train,3,4311.45,5.0,Medium,November,118
TRIP09435,USER2641,London,2024-04-17,2025-02-11,Adventure,Flight,1,1169.43,9.0,High,April,300
TRIP13408,USER3786,Sydney,2024-05-31,2024-11-20,Leisure,Car,1,3526.84,10.0,High,May,173
TRIP13678,USER9691,New York,2024-10-09,2024-10-28,Leisure,Train,3,3136.52,4.0,Low,October,19
TRIP17906,USER3175,Bangkok,2024-10-17,2025-03-17,Adventure,Flight,4,4518.01,2.0,Low,October,151
TRIP11071,USER5816,Tokyo,2024-11-12,2025-03-29,Business,Bus,4,4141.45,10.0,High,November,137
TRIP13816,USER4107,Dubai,2024-10-16,2024-12-09,Family,Bus,2,3572.42,8.0,High,October,54
TRIP16465,USER2955,Tokyo,2024-12-13,2025-04-06,Family,Cruise,5,4422.05,2.0,Low,December,114
TRIP00648,USER1780,Barcelona,2024-11-22,2025-01-30,Beach,Bus,3,2269.95,3.0,Low,November,69
TRIP11863,USER3300,Istanbul,2024-04-09,2024-10-28,Family,Cruise,2,3227.14,6.0,Medium,April,202
TRIP09679,USER9969,Barcelona,2025-01-14,2025-04-10,Business,Bus,5,2471.26,8.0,High,January,86
TRIP16819,USER8087,Bangkok,2024-09-08,2024-11-08,Beach,Bus,5,4260.38,9.0,High,September,61
TRIP11853,USER4814,Dubai,2024-11-23,2025-02-28,Business,Cruise,5,4440.09,1.0,Low,November,97
TRIP15187,USER4082,Paris,2024-10-25,2024-12-05,Cultural,Car,2,943.41,6.0,Medium,October,41
TRIP00227,USER3231,New York,2025-01-19,2025-03-10,Leisure,Train,1,3366.2,1.0,Low,January,50
TRIP03898,USER1973,Rome,2024-05-07,2024-12-13,Beach,Car,2,3426.79,9.0,High,May,220
TRIP10695,USER3403,Paris,2024-08-20,2025-03-24,Leisure,Car,3,1460.28,5.0,Medium,August,216
TRIP18701,USER9190,Rome,2024-11-24,2024-11-24,Beach,Flight,3,1981.51,1.0,Low,November,0
TRIP19824,USER6056,Tokyo,2025-01-19,2025-02-09,Adventure,Car,1,1059.32,8.0,High,January,21
TRIP16317,USER2606,New York,2024-08-13,2024-08-14,Cultural,Train,2,1363.48,10.0,High,August,1
TRIP08519,USER1912,Tokyo,2024-07-15,2025-03-20,Family,Car,5,2564.19,5.0,Medium,July,248
TRIP01542,USER4263,Dubai,2024-12-31,2025-04-03,Business,Train,1,2569.74,8.0,High,December,93
TRIP18166,USER9388,New York,2024-06-10,2025-02-20,Beach,Flight,2,1142.34,1.0,Low,June,255
TRIP00928,USER4973,Paris,2024-06-23,2024-07-19,Beach,Car,3,3590.63,4.0,Low,June,26
TRIP17784,USER5960,Dubai,2024-07-19,2025-03-03,Leisure,Cruise,2,3550.19,4.0,Low,July,227
TRIP17227,USER9196,Paris,2024-12-16,2025-01-12,Beach,Cruise,4,3656.72,5.0,Medium,December,27
TRIP10200,USER3175,Paris,2024-10-05,2024-11-04,Leisure,Bus,1,613.91,2.0,Low,October,30
TRIP07249,USER8272,Barcelona,2025-03-04,2025-03-04,Leisure,Flight,1,1829.98,4.0,Low,March,0
TRIP12272,USER8946,Barcelona,2024-06-22,2024-07-27,Beach,Bus,4,1270.29,2.0,Low,June,35
TRIP18950,USER2809,New York,2024-08-03,2024-11-23,Adventure,Car,1,735.47,4.0,Low,August,112
TRIP02612,USER9559,Paris,2024-10-01,2024-10-24,Leisure,Car,3,3184.38,8.0,High,October,23
TRIP05962,USER2228,Dubai,2024-09-11,2025-01-03,Family,Car,3,2547.81,2.0,Low,September,114
TRIP11315,USER1698,Bangkok,2024-10-07,2025-01-10,Cultural,Train,5,2402.72,3.0,Low,October,95
TRIP07199,USER2648,Tokyo,2024-06-14,2024-09-17,Leisure,Train,2,4088.36,4.0,Low,June,95
TRIP02327,USER4327,Dubai,2024-10-05,2025-03-24,Business,Car,1,1411.85,6.0,Medium,October,170
TRIP17246,USER7670,Bangkok,2025-01-13,2025-01-14,Cultural,Flight,1,3500.58,9.0,High,January,1
TRIP14349,USER3470,Istanbul,2024-10-21,2025-02-05,Cultural,Cruise,5,1486.28,5.0,Medium,October,107
TRIP00615,USER6332,Sydney,2024-11-12,2024-12-31,Leisure,Flight,3,1589.46,8.0,High,November,49
TRIP11278,USER8159,New York,2024-08-21,2024-11-23,Leisure,Train,3,1270.42,4.0,Low,August,94
TRIP06693,USER1241,London,2024-08-29,2025-01-07,Cultural,Bus,4,1208.66,4.0,Low,August,131
TRIP04172,USER8513,Sydney,2024-07-12,2024-12-13,Family,Car,2,4496.47,10.0,High,July,154
TRIP01912,USER8810,London,2024-08-16,2024-09-01,Family,Flight,1,1259.84,9.0,High,August,16
TRIP14082,USER2770,Bangkok,2024-11-02,2024-12-17,Leisure,Train,3,1650.95,7.0,Medium,November,45
TRIP00283,USER8228,Tokyo,2024-04-18,2024-08-19,Beach,Bus,4,3583.77,7.0,Medium,April,123
TRIP00259,USER6710,Barcelona,2024-10-07,2025-03-24,Adventure,Train,5,4648.83,9.0,High,October,168
TRIP11225,USER3991,Sydney,2024-08-03,2025-04-04,Beach,Cruise,1,3824.06,1.0,Low,August,244
TRIP19462,USER5117,Sydney,2024-06-13,2025-02-01,Beach,Bus,3,3479.56,6.0,Medium,June,233
TRIP04990,USER4482,Barcelona,2024-08-01,2025-01-20,Adventure,Cruise,3,3032.65,5.0,Medium,August,172
TRIP14869,USER7389,Barcelona,2024-10-06,2025-03-15,Leisure,Train,2,4116.53,7.0,Medium,October,160
TRIP11645,USER6355,London,2024-06-04,2025-04-10,Family,Bus,5,1467.12,9.0,High,June,310
TRIP07036,USER5357,Sydney,2024-03-24,2024-07-08,Family,Bus,3,727.68,6.0,Medium,March,106
TRIP15039,USER1513,Barcelona,2024-08-06,2024-12-01,Leisure,Flight,1,1139.93,5.0,Medium,August,117
TRIP13662,USER9188,New York,2024-04-02,2024-06-14,Cultural,Bus,5,761.18,6.0,Medium,April,73
TRIP05274,USER8479,New York,2024-09-11,2025-03-06,Business,Car,2,4235.74,3.0,Low,September,176
TRIP02305,USER9787,London,2024-06-24,2024-11-28,Adventure,Train,1,1021.3,9.0,High,June,157
TRIP08158,USER7366,London,2024-05-14,2025-02-07,Business,Car,5,3484.5,8.0,High,May,269
TRIP06775,USER8537,Istanbul,2024-03-28,2024-12-03,Cultural,Flight,2,2343.13,9.0,High,March,250
TRIP19364,USER1311,Dubai,2024-05-10,2025-04-15,Family,Bus,1,3612.43,10.0,High,May,340
TRIP10504,USER1868,Sydney,2024-09-05,2024-12-11,Business,Flight,1,2286.43,1.0,Low,September,97
TRIP00478,USER5318,Istanbul,2024-08-03,2024-11-07,Leisure,Train,2,2686.53,2.0,Low,August,96
TRIP16559,USER1879,Istanbul,2024-04-21,2024-06-15,Leisure,Bus,4,1936.47,8.0,High,April,55
TRIP06473,USER7559,Paris,2024-12-08,2024-12-27,Cultural,Bus,2,993.0,6.0,Medium,December,19
TRIP02572,USER9929,Istanbul,2024-05-15,2025-01-10,Leisure,Cruise,2,3444.85,6.0,Medium,May,240
TRIP06917,USER5772,Sydney,2025-01-17,2025-01-20,Family,Car,4,599.17,8.0,High,January,3
TRIP05599,USER1621,Tokyo,2024-07-06,2025-01-20,Adventure,Cruise,1,3024.49,10.0,High,July,198
TRIP13629,USER7927,Sydney,2025-03-13,2025-03-25,Cultural,Cruise,2,1159.84,3.0,Low,March,12
TRIP18068,USER5330,Istanbul,2024-04-07,2025-02-21,Adventure,Cruise,3,4461.86,10.0,High,April,320
TRIP09291,USER7770,Tokyo,2024-12-13,2025-03-22,Beach,Flight,1,745.75,9.0,High,December,99
TRIP10281,USER4779,New York,2024-08-15,2025-02-17,Family,Bus,5,4972.45,9.0,High,August,186
TRIP13706,USER2492,Tokyo,2024-05-18,2025-03-19,Beach,Train,4,3163.29,1.0,Low,May,305
TRIP16446,USER7464,Dubai,2024-10-24,2024-11-13,Adventure,Train,2,4739.09,8.0,High,October,20
TRIP18408,USER2459,Sydney,2024-06-06,2025-02-09,Family,Flight,3,2320.69,1.0,Low,June,248
TRIP07259,USER4680,London,2024-11-23,2025-01-29,Adventure,Cruise,4,2670.31,9.0,High,November,67
TRIP06888,USER3773,Rome,2024-03-17,2025-03-16,Cultural,Cruise,3,3009.92,9.0,High,March,364
TRIP19291,USER5611,New York,2024-04-27,2024-07-24,Adventure,Car,1,4672.04,1.0,Low,April,88
TRIP00784,USER6640,New York,2024-09-10,2025-02-21,Beach,Bus,3,3116.91,8.0,High,September,164
TRIP15089,USER6348,New York,2024-11-04,2025-01-21,Business,Car,1,1536.49,6.0,Medium,November,78
TRIP11091,USER3938,Tokyo,2025-02-03,2025-03-24,Family,Flight,4,2966.18,8.0,High,February,49
TRIP06582,USER6780,Rome,2024-06-22,2024-11-10,Family,Car,4,4948.48,5.0,Medium,June,141
TRIP05829,USER7811,Istanbul,2025-02-10,2025-03-28,Family,Cruise,2,642.69,6.0,Medium,February,46
TRIP13308,USER3848,Rome,2025-01-06,2025-02-07,Beach,Cruise,4,3685.18,5.0,Medium,January,32
TRIP09372,USER9365,Dubai,2024-06-12,2024-09-11,Cultural,Cruise,3,1572.05,8.0,High,June,91
TRIP09458,USER3520,Barcelona,2024-05-04,2024-12-06,Leisure,Train,3,3275.6,3.0,Low,May,216
TRIP19187,USER9419,Rome,2025-01-29,2025-03-18,Cultural,Train,2,3080.61,8.0,High,January,48
